id,order_id,product_id,product_option_id,quantity,unit_price,total_price
7570,3079,7,22,3,46000,138000
7571,3080,5,18,2,373029,746058
7572,3080,10,29,2,303091,606182
7573,3080,8,23,2,373029,746058
7574,3080,6,21,3,251461,754383
7575,3081,10,31,1,303091,303091
7576,3082,6,21,2,251461,502922
7577,3082,5,17,3,373029,1119087
7578,3082,4,14,3,373029,1119087
7579,3083,4,15,2,373029,746058
7580,3083,10,31,3,303091,909273
7581,3083,10,32,1,303091,303091
7582,3084,10,27,3,303091,909273
7583,3084,3,12,1,207660,207660
7584,3084,1,1,3,339286,1017858
7585,3085,1,4,2,339286,678572
7586,3085,9,26,3,373029,1119087
7587,3085,5,16,2,373029,746058
7588,3086,8,23,1,373029,373029
7589,3087,10,30,2,303091,606182
7590,3087,2,8,1,565098,565098
7591,3087,1,4,1,339286,339286
7592,3088,7,22,3,46000,138000
7593,3089,10,30,2,303091,606182
7594,3089,4,15,2,373029,746058
7595,3089,5,17,1,373029,373029
7596,3090,5,17,3,373029,1119087
7597,3091,3,9,1,207660,207660
7598,3091,8,23,2,373029,746058
7599,3091,10,30,3,303091,909273
7600,3091,7,22,2,46000,92000
7601,3092,2,7,1,565098,565098
7602,3092,7,22,2,46000,92000
7603,3092,10,32,2,303091,606182
7604,3093,9,26,3,373029,1119087
7605,3094,8,24,2,373029,746058
7606,3094,4,14,3,373029,1119087
7607,3094,6,21,1,251461,251461
7608,3095,3,10,3,207660,622980
7609,3095,8,24,2,373029,746058
7610,3096,1,2,3,339286,1017858
7611,3096,8,23,2,373029,746058
7612,3096,6,20,2,251461,502922
7613,3097,2,7,3,565098,1695294
7614,3097,10,27,2,303091,606182
7615,3097,1,3,1,339286,339286
7616,3098,2,8,1,565098,565098
7617,3098,10,27,1,303091,303091
7618,3098,5,16,1,373029,373029
7619,3099,10,29,1,303091,303091
7620,3099,6,20,1,251461,251461
7621,3099,10,30,1,303091,303091
7622,3100,9,26,3,373029,1119087
7623,3100,10,29,3,303091,909273
7624,3100,2,7,2,565098,1130196
7625,3101,10,32,3,303091,909273
7626,3101,5,16,2,373029,746058
7627,3101,2,8,3,565098,1695294
7628,3101,8,23,3,373029,1119087
7629,3102,7,22,1,46000,46000
7630,3102,4,14,2,373029,746058
7631,3102,6,19,2,251461,502922
7632,3103,1,3,1,339286,339286
7633,3103,10,30,1,303091,303091
7634,3103,4,13,3,373029,1119087
7635,3103,9,25,1,373029,373029
7636,3104,1,5,2,339286,678572
7637,3105,1,2,3,339286,1017858
7638,3105,1,3,1,339286,339286
7639,3105,10,29,3,303091,909273
7640,3106,9,25,2,373029,746058
7641,3107,1,3,2,339286,678572
7642,3107,10,28,3,303091,909273
7643,3107,3,12,3,207660,622980
7644,3108,6,21,3,251461,754383
7645,3108,2,7,2,565098,1130196
7646,3108,3,10,1,207660,207660
7647,3109,5,16,3,373029,1119087
7648,3109,10,28,2,303091,606182
7649,3109,9,26,3,373029,1119087
7650,3110,8,23,1,373029,373029
7651,3110,10,28,2,303091,606182
7652,3111,8,24,3,373029,1119087
7653,3111,8,23,3,373029,1119087
7654,3112,1,3,2,339286,678572
7655,3112,1,4,2,339286,678572
7656,3112,3,9,1,207660,207660
7657,3112,4,14,2,373029,746058
7658,3113,4,14,1,373029,373029
7659,3114,2,7,1,565098,565098
7660,3114,1,1,1,339286,339286
7661,3114,5,18,1,373029,373029
7662,3115,10,30,2,303091,606182
7663,3116,10,32,3,303091,909273
7664,3116,6,20,3,251461,754383
7665,3117,10,28,2,303091,606182
7666,3117,4,15,2,373029,746058
7667,3118,10,27,2,303091,606182
7668,3118,1,5,3,339286,1017858
7669,3118,5,18,3,373029,1119087
7670,3118,1,2,1,339286,339286
7671,3119,1,4,2,339286,678572
7672,3120,8,24,3,373029,1119087
7673,3120,10,28,2,303091,606182
7674,3121,9,25,1,373029,373029
7675,3121,3,12,2,207660,415320
7676,3122,10,27,1,303091,303091
7677,3122,10,31,3,303091,909273
7678,3123,1,5,1,339286,339286
7679,3123,9,25,2,373029,746058
7680,3123,2,7,1,565098,565098
7681,3124,3,9,1,207660,207660
7682,3124,3,11,1,207660,207660
7683,3125,3,11,2,207660,415320
7684,3125,3,11,2,207660,415320
7685,3125,2,6,1,565098,565098
7686,3126,3,10,2,207660,415320
7687,3126,6,20,2,251461,502922
7688,3126,6,21,2,251461,502922
7689,3126,5,17,3,373029,1119087
7690,3127,9,25,2,373029,746058
7691,3127,4,14,1,373029,373029
7692,3127,8,24,3,373029,1119087
7693,3128,5,18,2,373029,746058
7694,3128,1,5,1,339286,339286
7695,3128,2,7,3,565098,1695294
7696,3129,2,6,1,565098,565098
7697,3129,9,25,2,373029,746058
7698,3129,4,13,3,373029,1119087
7699,3130,7,22,1,46000,46000
7700,3131,4,14,3,373029,1119087
7701,3132,4,14,2,373029,746058
7702,3133,6,20,1,251461,251461
7703,3133,5,18,2,373029,746058
7704,3133,2,6,2,565098,1130196
7705,3133,9,25,3,373029,1119087
7706,3134,3,11,1,207660,207660
7707,3134,1,5,2,339286,678572
7708,3135,4,13,1,373029,373029
7709,3135,6,21,2,251461,502922
7710,3136,2,7,1,565098,565098
7711,3137,10,29,1,303091,303091
7712,3137,4,14,2,373029,746058
7713,3138,4,13,1,373029,373029
7714,3139,9,26,2,373029,746058
7715,3139,10,30,2,303091,606182
7716,3139,1,3,3,339286,1017858
7717,3139,1,1,2,339286,678572
7718,3140,10,28,1,303091,303091
7719,3140,5,16,2,373029,746058
7720,3140,9,25,1,373029,373029
7721,3140,8,24,1,373029,373029
7722,3141,10,27,3,303091,909273
7723,3141,10,31,3,303091,909273
7724,3141,1,5,3,339286,1017858
7725,3141,10,27,1,303091,303091
7726,3142,10,32,1,303091,303091
7727,3143,6,19,3,251461,754383
7728,3144,1,4,3,339286,1017858
7729,3144,6,20,1,251461,251461
7730,3144,9,25,3,373029,1119087
7731,3144,4,15,1,373029,373029
7732,3145,3,11,2,207660,415320
7733,3145,6,20,3,251461,754383
7734,3146,9,26,2,373029,746058
7735,3146,10,28,2,303091,606182
7736,3146,6,20,1,251461,251461
7737,3147,9,26,1,373029,373029
7738,3148,4,15,3,373029,1119087
7739,3148,1,2,2,339286,678572
7740,3148,5,17,3,373029,1119087
7741,3149,10,32,3,303091,909273
7742,3150,4,15,2,373029,746058
7743,3151,7,22,3,46000,138000
7744,3151,2,8,3,565098,1695294
7745,3152,1,4,1,339286,339286
7746,3152,1,5,3,339286,1017858
7747,3152,8,24,3,373029,1119087
7748,3152,2,7,1,565098,565098
7749,3153,3,10,3,207660,622980
7750,3153,9,26,2,373029,746058
7751,3153,1,1,2,339286,678572
7752,3153,5,18,1,373029,373029
7753,3154,7,22,1,46000,46000
7754,3155,5,16,3,373029,1119087
7755,3156,3,9,2,207660,415320
7756,3156,3,11,2,207660,415320
7757,3156,1,1,1,339286,339286
7758,3156,3,12,1,207660,207660
7759,3157,1,2,3,339286,1017858
7760,3157,10,30,2,303091,606182
7761,3157,5,18,3,373029,1119087
7762,3157,1,1,1,339286,339286
7763,3158,4,13,2,373029,746058
7764,3158,4,15,3,373029,1119087
7765,3159,4,13,3,373029,1119087
7766,3159,2,6,1,565098,565098
7767,3159,10,27,2,303091,606182
7768,3160,5,16,2,373029,746058
7769,3160,2,6,2,565098,1130196
7770,3160,6,20,2,251461,502922
7771,3160,5,17,2,373029,746058
7772,3161,8,23,1,373029,373029
7773,3161,1,2,1,339286,339286
7774,3162,6,20,1,251461,251461
7775,3163,3,10,3,207660,622980
7776,3164,4,13,1,373029,373029
7777,3164,7,22,2,46000,92000
7778,3165,1,1,1,339286,339286
7779,3165,7,22,3,46000,138000
7780,3165,10,30,1,303091,303091
7781,3165,10,32,2,303091,606182
7782,3166,10,32,3,303091,909273
7783,3167,4,13,1,373029,373029
7784,3168,10,27,3,303091,909273
7785,3168,10,29,1,303091,303091
7786,3168,6,20,1,251461,251461
7787,3169,5,17,3,373029,1119087
7788,3169,9,25,1,373029,373029
7789,3170,2,6,2,565098,1130196
7790,3170,5,17,3,373029,1119087
7791,3170,4,15,3,373029,1119087
7792,3171,4,14,1,373029,373029
7793,3171,10,29,2,303091,606182
7794,3171,5,17,1,373029,373029
7795,3172,9,26,2,373029,746058
7796,3172,10,30,3,303091,909273
7797,3172,10,28,1,303091,303091
7798,3172,1,1,2,339286,678572
7799,3173,4,15,2,373029,746058
7800,3173,6,21,3,251461,754383
7801,3173,10,30,3,303091,909273
7802,3174,2,6,3,565098,1695294
7803,3174,10,31,1,303091,303091
7804,3175,4,15,1,373029,373029
7805,3176,5,17,3,373029,1119087
7806,3176,10,27,3,303091,909273
7807,3177,7,22,2,46000,92000
7808,3177,5,17,2,373029,746058
7809,3177,2,8,1,565098,565098
7810,3177,6,20,3,251461,754383
7811,3178,1,3,3,339286,1017858
7812,3178,6,20,3,251461,754383
7813,3178,10,29,3,303091,909273
7814,3179,2,8,3,565098,1695294
7815,3179,2,6,2,565098,1130196
7816,3180,1,2,2,339286,678572
7817,3180,6,19,1,251461,251461
7818,3180,10,31,1,303091,303091
7819,3180,10,30,3,303091,909273
7820,3181,6,20,2,251461,502922
7821,3181,10,27,1,303091,303091
7822,3181,2,7,1,565098,565098
7823,3182,10,31,3,303091,909273
7824,3183,9,26,2,373029,746058
7825,3183,10,29,2,303091,606182
7826,3183,6,19,3,251461,754383
7827,3183,8,23,2,373029,746058
7828,3184,10,30,1,303091,303091
7829,3184,10,30,1,303091,303091
7830,3184,3,11,2,207660,415320
7831,3185,6,19,3,251461,754383
7832,3185,7,22,2,46000,92000
7833,3186,4,14,3,373029,1119087
7834,3187,5,17,3,373029,1119087
7835,3188,8,23,3,373029,1119087
7836,3188,10,27,1,303091,303091
7837,3188,10,28,2,303091,606182
7838,3188,3,12,3,207660,622980
7839,3189,1,5,1,339286,339286
7840,3189,3,9,2,207660,415320
7841,3189,10,31,1,303091,303091
7842,3189,10,29,2,303091,606182
7843,3190,10,29,3,303091,909273
7844,3190,8,24,2,373029,746058
7845,3190,1,3,3,339286,1017858
7846,3190,4,14,3,373029,1119087
7847,3191,3,10,2,207660,415320
7848,3191,4,15,2,373029,746058
7849,3191,10,30,3,303091,909273
7850,3191,3,12,3,207660,622980
7851,3192,1,5,3,339286,1017858
7852,3192,2,6,1,565098,565098
7853,3192,10,29,1,303091,303091
7854,3192,8,23,1,373029,373029
7855,3193,10,27,1,303091,303091
7856,3193,3,12,3,207660,622980
7857,3194,10,27,3,303091,909273
7858,3195,6,19,1,251461,251461
7859,3195,3,11,1,207660,207660
7860,3196,5,16,1,373029,373029
7861,3196,3,10,1,207660,207660
7862,3197,5,17,2,373029,746058
7863,3197,9,25,1,373029,373029
7864,3198,1,2,2,339286,678572
7865,3198,5,17,3,373029,1119087
7866,3198,4,15,3,373029,1119087
7867,3198,1,1,2,339286,678572
7868,3199,3,9,1,207660,207660
7869,3199,7,22,2,46000,92000
7870,3199,9,26,2,373029,746058
7871,3200,6,20,1,251461,251461
7872,3200,3,9,3,207660,622980
7873,3201,5,16,2,373029,746058
7874,3201,1,4,1,339286,339286
7875,3201,9,25,2,373029,746058
7876,3202,7,22,2,46000,92000
7877,3202,10,31,2,303091,606182
7878,3202,5,16,1,373029,373029
7879,3203,1,1,2,339286,678572
7880,3204,8,24,2,373029,746058
7881,3204,6,20,1,251461,251461
7882,3205,6,21,1,251461,251461
7883,3206,10,27,2,303091,606182
7884,3206,3,9,2,207660,415320
7885,3206,7,22,1,46000,46000
7886,3206,10,31,3,303091,909273
7887,3207,10,29,3,303091,909273
7888,3207,9,26,1,373029,373029
7889,3207,3,12,1,207660,207660
7890,3207,4,15,3,373029,1119087
7891,3208,3,11,1,207660,207660
7892,3208,5,16,1,373029,373029
7893,3209,1,3,1,339286,339286
7894,3209,6,21,3,251461,754383
7895,3209,9,26,2,373029,746058
7896,3209,4,14,3,373029,1119087
7897,3210,10,31,3,303091,909273
7898,3210,10,31,1,303091,303091
7899,3211,4,13,3,373029,1119087
7900,3211,1,5,2,339286,678572
7901,3211,3,11,2,207660,415320
7902,3211,8,24,2,373029,746058
7903,3212,2,8,2,565098,1130196
7904,3212,9,26,2,373029,746058
7905,3213,2,8,2,565098,1130196
7906,3213,1,1,1,339286,339286
7907,3213,4,13,1,373029,373029
7908,3214,10,31,1,303091,303091
7909,3215,6,21,1,251461,251461
7910,3216,3,12,3,207660,622980
7911,3217,6,20,2,251461,502922
7912,3217,2,6,1,565098,565098
7913,3217,1,2,1,339286,339286
7914,3217,3,11,3,207660,622980
7915,3218,2,6,3,565098,1695294
7916,3219,8,24,2,373029,746058
7917,3219,8,24,2,373029,746058
7918,3219,1,5,2,339286,678572
7919,3219,5,18,3,373029,1119087
7920,3220,3,9,3,207660,622980
7921,3220,1,5,1,339286,339286
7922,3220,5,18,2,373029,746058
7923,3220,10,27,1,303091,303091
7924,3221,6,21,3,251461,754383
7925,3221,1,2,1,339286,339286
7926,3221,8,23,1,373029,373029
7927,3221,9,26,3,373029,1119087
7928,3222,5,17,2,373029,746058
7929,3222,3,11,1,207660,207660
7930,3222,4,15,3,373029,1119087
7931,3222,9,26,1,373029,373029
7932,3223,7,22,2,46000,92000
7933,3223,4,13,1,373029,373029
7934,3223,1,1,3,339286,1017858
7935,3223,8,24,3,373029,1119087
7936,3224,3,10,1,207660,207660
7937,3224,4,14,2,373029,746058
7938,3224,1,1,2,339286,678572
7939,3224,1,4,1,339286,339286
7940,3225,7,22,2,46000,92000
7941,3225,3,10,1,207660,207660
7942,3225,3,9,2,207660,415320
7943,3226,1,5,2,339286,678572
7944,3226,7,22,3,46000,138000
7945,3226,2,7,3,565098,1695294
7946,3226,10,30,1,303091,303091
7947,3227,8,24,1,373029,373029
7948,3228,10,28,2,303091,606182
7949,3229,3,9,1,207660,207660
7950,3229,3,9,2,207660,415320
7951,3229,1,5,3,339286,1017858
7952,3229,3,9,1,207660,207660
7953,3230,3,10,3,207660,622980
7954,3231,3,9,1,207660,207660
7955,3231,4,15,3,373029,1119087
7956,3231,3,10,3,207660,622980
7957,3232,1,1,2,339286,678572
7958,3232,4,13,2,373029,746058
7959,3232,7,22,3,46000,138000
7960,3232,3,11,3,207660,622980
7961,3233,7,22,3,46000,138000
7962,3234,6,21,1,251461,251461
7963,3234,1,5,2,339286,678572
7964,3234,4,14,3,373029,1119087
7965,3235,2,6,2,565098,1130196
7966,3235,3,11,1,207660,207660
7967,3235,10,30,2,303091,606182
7968,3235,10,30,2,303091,606182
7969,3236,6,20,1,251461,251461
7970,3237,10,30,1,303091,303091
7971,3237,10,27,1,303091,303091
7972,3237,9,25,1,373029,373029
7973,3238,2,6,3,565098,1695294
7974,3238,5,16,3,373029,1119087
7975,3238,1,5,1,339286,339286
7976,3239,10,31,3,303091,909273
7977,3239,10,29,1,303091,303091
7978,3239,10,28,3,303091,909273
7979,3240,10,31,1,303091,303091
7980,3240,5,17,2,373029,746058
7981,3240,4,13,3,373029,1119087
7982,3240,6,20,1,251461,251461
7983,3241,6,20,3,251461,754383
7984,3241,10,30,3,303091,909273
7985,3241,10,32,1,303091,303091
7986,3242,8,24,2,373029,746058
7987,3242,2,8,2,565098,1130196
7988,3242,9,26,3,373029,1119087
7989,3242,6,20,1,251461,251461
7990,3243,3,11,3,207660,622980
7991,3244,4,15,2,373029,746058
7992,3245,6,19,1,251461,251461
7993,3246,10,31,3,303091,909273
7994,3246,10,27,1,303091,303091
7995,3246,1,2,3,339286,1017858
7996,3247,6,19,1,251461,251461
7997,3248,10,27,3,303091,909273
7998,3249,10,31,1,303091,303091
7999,3249,10,31,2,303091,606182
8000,3249,3,9,2,207660,415320
8001,3250,9,26,2,373029,746058
8002,3250,3,9,1,207660,207660
8003,3251,5,17,3,373029,1119087
8004,3251,3,10,1,207660,207660
8005,3251,4,15,2,373029,746058
8006,3252,1,4,3,339286,1017858
8007,3252,2,6,3,565098,1695294
8008,3253,1,4,1,339286,339286
8009,3253,7,22,1,46000,46000
8010,3253,10,30,1,303091,303091
8011,3254,2,8,2,565098,1130196
8012,3255,3,12,2,207660,415320
8013,3255,6,20,1,251461,251461
8014,3256,10,32,2,303091,606182
8015,3256,10,27,3,303091,909273
8016,3256,1,1,1,339286,339286
8017,3257,5,18,1,373029,373029
8018,3258,4,14,2,373029,746058
8019,3258,5,18,2,373029,746058
8020,3259,3,11,1,207660,207660
8021,3259,5,16,3,373029,1119087
8022,3259,6,21,3,251461,754383
8023,3260,10,27,3,303091,909273
8024,3260,10,31,2,303091,606182
8025,3260,2,6,2,565098,1130196
8026,3260,5,16,3,373029,1119087
8027,3261,3,11,1,207660,207660
8028,3262,3,11,3,207660,622980
8029,3262,6,20,2,251461,502922
8030,3262,5,16,2,373029,746058
8031,3262,6,21,1,251461,251461
8032,3263,4,13,1,373029,373029
8033,3264,1,3,3,339286,1017858
8034,3265,10,28,2,303091,606182
8035,3266,10,27,1,303091,303091
8036,3266,6,20,2,251461,502922
8037,3266,3,10,2,207660,415320
8038,3266,10,32,1,303091,303091
8039,3267,6,21,2,251461,502922
8040,3267,1,4,3,339286,1017858
8041,3267,6,19,1,251461,251461
8042,3268,2,8,2,565098,1130196
8043,3268,10,32,3,303091,909273
8044,3269,1,4,3,339286,1017858
8045,3269,10,28,2,303091,606182
8046,3270,5,18,3,373029,1119087
8047,3270,4,15,3,373029,1119087
8048,3270,4,13,2,373029,746058
8049,3271,9,26,3,373029,1119087
8050,3271,1,2,2,339286,678572
8051,3272,4,14,3,373029,1119087
8052,3272,3,12,3,207660,622980
8053,3272,8,23,1,373029,373029
8054,3273,4,15,2,373029,746058
8055,3273,10,30,1,303091,303091
8056,3273,5,16,3,373029,1119087
8057,3273,2,7,1,565098,565098
8058,3274,1,2,2,339286,678572
8059,3274,4,15,2,373029,746058
8060,3275,5,16,3,373029,1119087
8061,3275,4,14,1,373029,373029
8062,3275,3,12,1,207660,207660
8063,3276,6,20,1,251461,251461
8064,3276,3,12,1,207660,207660
8065,3276,6,19,2,251461,502922
8066,3276,5,17,1,373029,373029
8067,3277,4,13,3,373029,1119087
8068,3277,10,30,1,303091,303091
8069,3277,1,4,1,339286,339286
8070,3278,8,23,1,373029,373029
8071,3278,6,21,1,251461,251461
8072,3279,1,4,1,339286,339286
8073,3279,5,16,1,373029,373029
8074,3279,6,21,1,251461,251461
8075,3279,1,2,2,339286,678572
8076,3280,8,24,2,373029,746058
8077,3281,10,32,1,303091,303091
8078,3281,5,18,3,373029,1119087
8079,3281,1,4,2,339286,678572
8080,3282,3,10,3,207660,622980
8081,3282,6,20,2,251461,502922
8082,3283,6,20,1,251461,251461
8083,3283,2,6,3,565098,1695294
8084,3283,3,11,2,207660,415320
8085,3283,8,24,1,373029,373029
8086,3284,6,21,1,251461,251461
8087,3284,1,3,2,339286,678572
8088,3285,2,6,1,565098,565098
8089,3286,1,2,2,339286,678572
8090,3286,4,15,3,373029,1119087
8091,3286,6,20,3,251461,754383
8092,3287,1,5,3,339286,1017858
8093,3287,10,31,1,303091,303091
8094,3287,7,22,3,46000,138000
8095,3288,6,21,2,251461,502922
8096,3288,10,32,1,303091,303091
8097,3288,9,26,2,373029,746058
8098,3288,4,15,1,373029,373029
8099,3289,5,18,2,373029,746058
8100,3289,5,16,1,373029,373029
8101,3290,2,8,3,565098,1695294
8102,3290,10,27,1,303091,303091
8103,3290,1,5,3,339286,1017858
8104,3290,8,24,3,373029,1119087
8105,3291,5,16,2,373029,746058
8106,3291,3,9,1,207660,207660
8107,3291,1,1,2,339286,678572
8108,3291,10,28,1,303091,303091
8109,3292,1,3,2,339286,678572
8110,3292,3,10,1,207660,207660
8111,3292,6,21,3,251461,754383
8112,3293,8,23,3,373029,1119087
8113,3293,10,27,3,303091,909273
8114,3293,10,29,2,303091,606182
8115,3293,1,5,2,339286,678572
8116,3294,4,14,3,373029,1119087
8117,3294,10,28,1,303091,303091
8118,3295,1,3,1,339286,339286
8119,3296,2,6,2,565098,1130196
8120,3297,2,7,1,565098,565098
8121,3297,4,14,3,373029,1119087
8122,3297,3,10,2,207660,415320
8123,3297,2,7,3,565098,1695294
8124,3298,1,3,2,339286,678572
8125,3298,9,26,3,373029,1119087
8126,3299,9,25,1,373029,373029
8127,3300,10,27,3,303091,909273
8128,3301,8,23,1,373029,373029
8129,3301,8,23,2,373029,746058
8130,3301,1,3,2,339286,678572
8131,3301,1,3,3,339286,1017858
8132,3302,7,22,2,46000,92000
8133,3302,3,11,2,207660,415320
8134,3302,10,31,1,303091,303091
8135,3302,1,3,1,339286,339286
8136,3303,3,10,3,207660,622980
8137,3303,10,32,1,303091,303091
8138,3303,1,1,3,339286,1017858
8139,3303,2,8,3,565098,1695294
8140,3304,10,29,1,303091,303091
8141,3304,4,13,2,373029,746058
8142,3304,4,14,2,373029,746058
8143,3305,6,19,1,251461,251461
8144,3305,10,30,3,303091,909273
8145,3305,4,15,3,373029,1119087
8146,3305,1,2,3,339286,1017858
8147,3306,1,4,2,339286,678572
8148,3306,10,29,3,303091,909273
8149,3307,2,7,3,565098,1695294
8150,3307,5,17,2,373029,746058
8151,3307,6,19,3,251461,754383
8152,3308,10,27,2,303091,606182
8153,3308,2,6,2,565098,1130196
8154,3309,10,31,2,303091,606182
8155,3309,1,3,2,339286,678572
8156,3309,9,25,3,373029,1119087
8157,3309,10,27,2,303091,606182
8158,3310,1,5,3,339286,1017858
8159,3310,7,22,2,46000,92000
8160,3310,2,7,1,565098,565098
8161,3311,6,20,2,251461,502922
8162,3311,10,28,1,303091,303091
8163,3311,8,23,3,373029,1119087
8164,3311,8,24,2,373029,746058
8165,3312,6,20,1,251461,251461
8166,3312,2,6,3,565098,1695294
8167,3313,10,29,1,303091,303091
8168,3314,1,2,3,339286,1017858
8169,3314,1,3,1,339286,339286
8170,3315,8,23,2,373029,746058
8171,3315,7,22,1,46000,46000
8172,3315,5,16,2,373029,746058
8173,3316,10,31,1,303091,303091
8174,3316,1,2,3,339286,1017858
8175,3316,4,13,1,373029,373029
8176,3316,9,25,2,373029,746058
8177,3317,2,7,3,565098,1695294
8178,3317,3,11,2,207660,415320
8179,3317,2,7,2,565098,1130196
8180,3317,6,19,3,251461,754383
8181,3318,3,10,1,207660,207660
8182,3318,2,7,1,565098,565098
8183,3318,5,17,3,373029,1119087
8184,3318,1,4,1,339286,339286
8185,3319,6,19,2,251461,502922
8186,3319,6,21,1,251461,251461
8187,3319,1,4,2,339286,678572
8188,3320,1,3,3,339286,1017858
8189,3320,1,3,3,339286,1017858
8190,3320,4,14,3,373029,1119087
8191,3321,9,26,3,373029,1119087
8192,3321,10,30,1,303091,303091
8193,3321,10,31,1,303091,303091
8194,3321,6,20,2,251461,502922
8195,3322,9,26,1,373029,373029
8196,3323,4,13,2,373029,746058
8197,3324,4,15,3,373029,1119087
8198,3324,1,4,1,339286,339286
8199,3325,2,6,2,565098,1130196
8200,3326,6,21,1,251461,251461
8201,3326,6,20,3,251461,754383
8202,3327,1,2,2,339286,678572
8203,3327,5,18,1,373029,373029
8204,3328,10,27,2,303091,606182
8205,3328,5,18,2,373029,746058
8206,3328,9,25,1,373029,373029
8207,3328,10,32,3,303091,909273
8208,3329,8,23,1,373029,373029
8209,3329,9,25,1,373029,373029
8210,3330,7,22,1,46000,46000
8211,3330,10,29,2,303091,606182
8212,3331,1,4,1,339286,339286
8213,3331,3,11,1,207660,207660
8214,3331,5,16,1,373029,373029
8215,3331,3,9,1,207660,207660
8216,3332,1,3,2,339286,678572
8217,3332,9,25,3,373029,1119087
8218,3332,10,30,2,303091,606182
8219,3333,3,12,2,207660,415320
8220,3334,8,24,3,373029,1119087
8221,3335,5,17,1,373029,373029
8222,3336,1,1,2,339286,678572
8223,3336,1,5,2,339286,678572
8224,3337,10,28,1,303091,303091
8225,3337,2,8,1,565098,565098
8226,3337,4,14,3,373029,1119087
8227,3337,3,9,2,207660,415320
8228,3338,5,18,2,373029,746058
8229,3338,1,3,3,339286,1017858
8230,3338,9,25,1,373029,373029
8231,3339,2,6,2,565098,1130196
8232,3339,3,9,2,207660,415320
8233,3339,9,26,3,373029,1119087
8234,3339,6,21,3,251461,754383
8235,3340,6,20,2,251461,502922
8236,3340,3,10,1,207660,207660
8237,3340,3,10,1,207660,207660
8238,3341,3,10,2,207660,415320
8239,3341,9,26,1,373029,373029
8240,3341,1,5,1,339286,339286
8241,3342,5,16,2,373029,746058
8242,3342,1,5,2,339286,678572
8243,3342,8,24,1,373029,373029
8244,3342,4,15,1,373029,373029
8245,3343,1,3,3,339286,1017858
8246,3344,9,25,3,373029,1119087
8247,3344,9,25,3,373029,1119087
8248,3345,5,17,1,373029,373029
8249,3346,10,27,1,303091,303091
8250,3346,9,25,1,373029,373029
8251,3347,5,17,2,373029,746058
8252,3348,2,8,1,565098,565098
8253,3349,6,21,2,251461,502922
8254,3349,3,10,2,207660,415320
8255,3350,10,27,3,303091,909273
8256,3350,4,14,2,373029,746058
8257,3350,1,5,1,339286,339286
8258,3350,4,15,2,373029,746058
8259,3351,5,18,1,373029,373029
8260,3352,1,5,3,339286,1017858
8261,3352,2,7,1,565098,565098
8262,3353,6,20,1,251461,251461
8263,3354,2,6,3,565098,1695294
8264,3354,4,15,1,373029,373029
8265,3354,6,21,3,251461,754383
8266,3355,10,29,3,303091,909273
8267,3356,6,20,2,251461,502922
8268,3357,1,3,3,339286,1017858
8269,3357,8,24,2,373029,746058
8270,3357,1,1,3,339286,1017858
8271,3357,5,18,1,373029,373029
8272,3358,10,30,1,303091,303091
8273,3358,6,19,3,251461,754383
8274,3358,10,30,3,303091,909273
8275,3358,4,14,1,373029,373029
8276,3359,4,13,1,373029,373029
8277,3360,8,23,2,373029,746058
8278,3360,5,18,2,373029,746058
8279,3360,10,31,1,303091,303091
8280,3361,10,30,2,303091,606182
8281,3361,10,31,3,303091,909273
8282,3362,1,4,2,339286,678572
8283,3362,5,18,1,373029,373029
8284,3362,4,15,1,373029,373029
8285,3363,5,17,2,373029,746058
8286,3363,10,29,1,303091,303091
8287,3363,4,15,1,373029,373029
8288,3363,2,7,3,565098,1695294
8289,3364,9,26,3,373029,1119087
8290,3364,6,19,1,251461,251461
8291,3365,9,26,2,373029,746058
8292,3365,1,5,1,339286,339286
8293,3366,1,2,1,339286,339286
8294,3366,3,11,2,207660,415320
8295,3366,10,29,2,303091,606182
8296,3366,4,15,1,373029,373029
8297,3367,8,23,2,373029,746058
8298,3368,5,16,1,373029,373029
8299,3368,1,3,1,339286,339286
8300,3368,1,2,3,339286,1017858
8301,3368,9,26,3,373029,1119087
8302,3369,6,19,2,251461,502922
8303,3369,2,7,1,565098,565098
8304,3369,6,21,1,251461,251461
8305,3370,1,3,2,339286,678572
8306,3370,6,19,1,251461,251461
8307,3370,1,4,2,339286,678572
8308,3370,10,29,2,303091,606182
8309,3371,10,30,3,303091,909273
8310,3371,6,20,3,251461,754383
8311,3371,9,25,3,373029,1119087
8312,3371,5,18,3,373029,1119087
8313,3372,1,5,2,339286,678572
8314,3372,1,1,3,339286,1017858
8315,3372,5,16,2,373029,746058
8316,3373,1,2,1,339286,339286
8317,3374,10,30,1,303091,303091
8318,3374,1,5,2,339286,678572
8319,3374,10,32,1,303091,303091
8320,3374,10,31,2,303091,606182
8321,3375,4,13,1,373029,373029
8322,3375,1,3,2,339286,678572
8323,3375,2,7,1,565098,565098
8324,3376,10,29,1,303091,303091
8325,3377,1,4,1,339286,339286
8326,3377,5,18,3,373029,1119087
8327,3377,1,2,1,339286,339286
8328,3377,2,6,2,565098,1130196
8329,3378,6,19,1,251461,251461
8330,3378,8,23,2,373029,746058
8331,3378,10,28,2,303091,606182
8332,3379,4,15,1,373029,373029
8333,3379,4,15,3,373029,1119087
8334,3379,6,20,3,251461,754383
8335,3380,7,22,2,46000,92000
8336,3380,3,11,1,207660,207660
