id,customer_id,order_date,due_date,ship_date,status,total_amount,shipping_fee,discount_amount,final_amount,payment_method,payment_status
2280,960,2025-10-26,2025-10-31,9999-12-31,confirmed,2616405,42000,95000,2563405,cod,refunded
2281,510,2025-07-31,2025-08-09,9999-12-31,pending,1049149,10000,29000,1030149,cod,paid
2282,815,2025-07-08,2025-07-17,9999-12-31,confirmed,945468,26000,83000,888468,cod,pending
2283,517,2025-05-05,2025-05-11,2025-05-07,shipping,2269838,27000,87000,2209838,cod,paid
2284,80,2024-11-29,2024-12-07,2024-11-30,shipping,2158253,42000,18000,2182253,cod,paid
2285,240,2024-12-09,2024-12-17,9999-12-31,confirmed,1767560,50000,48000,1769560,cod,paid
2286,744,2025-07-14,2025-07-22,9999-12-31,confirmed,678572,48000,50000,676572,cod,refunded
2287,35,2025-10-21,2025-10-31,2025-10-24,delivered,2141165,18000,14000,2145165,cod,paid
2288,767,2024-08-18,2024-08-26,9999-12-31,confirmed,606182,18000,63000,561182,cod,refunded
2289,188,2025-09-15,2025-09-23,2025-09-18,shipping,1726476,50000,71000,1705476,cod,paid
2290,971,2025-04-19,2025-04-28,2025-04-22,shipping,1318497,43000,56000,1305497,cod,paid
2291,875,2024-12-22,2024-12-30,2024-12-23,shipping,2028360,33000,12000,2049360,cod,paid
2292,202,2025-08-09,2025-08-16,2025-08-12,shipping,2745579,46000,70000,2721579,cod,paid
2293,546,2025-07-12,2025-07-21,9999-12-31,cancelled,746058,46000,96000,696058,cod,refunded
2294,353,2025-03-28,2025-04-07,2025-03-31,delivered,1520780,16000,89000,1447780,cod,paid
2295,942,2024-11-21,2024-11-30,9999-12-31,cancelled,1422178,26000,62000,1386178,cod,failed
2296,370,2024-09-27,2024-10-06,2024-09-30,delivered,1155858,44000,84000,1115858,cod,refunded
2297,558,2025-03-25,2025-03-30,2025-03-26,shipping,373029,13000,66000,320029,cod,paid
2298,145,2024-09-09,2024-09-19,2024-09-11,delivered,2476231,26000,27000,2475231,cod,paid
2299,234,2025-07-20,2025-07-27,9999-12-31,confirmed,3139495,17000,21000,3135495,cod,paid
2300,269,2025-07-20,2025-07-29,9999-12-31,confirmed,1165087,34000,29000,1170087,cod,failed
2301,35,2024-11-05,2024-11-15,2024-11-07,delivered,2352211,45000,49000,2348211,cod,paid
2302,234,2025-02-12,2025-02-17,9999-12-31,confirmed,2743127,29000,27000,2745127,cod,failed
2303,760,2024-12-14,2024-12-24,2024-12-15,shipping,3147447,27000,49000,3125447,cod,refunded
2304,677,2024-07-13,2024-07-20,2024-07-16,shipping,138000,17000,16000,139000,cod,refunded
2305,666,2025-02-06,2025-02-12,9999-12-31,pending,622980,12000,29000,605980,cod,pending
2306,952,2024-08-22,2024-08-27,9999-12-31,confirmed,2047610,19000,56000,2010610,cod,paid
2307,140,2025-03-17,2025-03-25,2025-03-19,delivered,1119087,48000,93000,1074087,cod,paid
2308,108,2025-05-26,2025-06-01,2025-05-29,shipping,1257087,20000,97000,1180087,cod,pending
2309,144,2025-05-12,2025-05-21,2025-05-14,shipping,303091,20000,60000,263091,cod,pending
2310,966,2025-03-22,2025-04-01,9999-12-31,confirmed,1489962,12000,26000,1475962,cod,failed
2311,416,2024-08-31,2024-09-06,2024-09-01,shipping,2704480,38000,84000,2658480,cod,paid
2312,887,2025-10-19,2025-10-24,9999-12-31,confirmed,3046218,21000,67000,3000218,cod,paid
2313,974,2025-06-19,2025-06-25,2025-06-20,delivered,996009,10000,16000,990009,cod,paid
2314,9,2024-11-17,2024-11-26,2024-11-18,delivered,1795207,31000,43000,1783207,cod,pending
2315,522,2025-07-17,2025-07-27,9999-12-31,confirmed,676120,17000,94000,599120,cod,failed
2316,856,2025-05-26,2025-06-04,9999-12-31,confirmed,2098298,30000,73000,2055298,cod,paid
2317,465,2024-11-23,2024-12-02,9999-12-31,confirmed,2109075,42000,94000,2057075,cod,paid
2318,415,2025-05-14,2025-05-20,2025-05-17,shipping,4567557,47000,90000,4524557,cod,pending
2319,687,2025-05-30,2025-06-09,2025-06-01,delivered,909273,26000,59000,876273,cod,paid
2320,754,2025-05-18,2025-05-24,9999-12-31,confirmed,997519,37000,38000,996519,cod,paid
2321,882,2024-08-11,2024-08-20,2024-08-14,shipping,1389154,38000,74000,1353154,cod,refunded
2322,654,2025-08-01,2025-08-09,2025-08-04,shipping,1116933,19000,47000,1088933,cod,paid
2323,959,2024-12-03,2024-12-12,2024-12-04,delivered,2586415,35000,65000,2556415,cod,refunded
2324,301,2025-02-04,2025-02-10,2025-02-06,shipping,1017858,28000,98000,947858,cod,paid
2325,423,2024-12-16,2024-12-22,9999-12-31,confirmed,2461344,32000,44000,2449344,cod,failed
2326,736,2025-04-01,2025-04-07,2025-04-02,delivered,1585393,26000,32000,1579393,cod,paid
2327,195,2025-07-29,2025-08-05,2025-08-01,shipping,2815517,25000,76000,2764517,cod,pending
2328,9,2024-09-19,2024-09-27,9999-12-31,pending,1587845,30000,52000,1565845,cod,paid
2329,7,2024-09-25,2024-10-03,2024-09-26,delivered,502922,21000,42000,481922,cod,paid
2330,765,2025-08-23,2025-09-02,2025-08-26,shipping,502922,50000,30000,522922,cod,pending
2331,956,2025-03-01,2025-03-10,2025-03-04,delivered,3259676,26000,93000,3192676,cod,paid
2332,426,2025-08-25,2025-09-04,2025-08-28,shipping,1357144,25000,58000,1324144,cod,paid
2333,334,2024-10-08,2024-10-15,2024-10-11,delivered,2264874,33000,26000,2271874,cod,refunded
2334,702,2025-06-16,2025-06-22,2025-06-18,delivered,1017858,42000,10000,1049858,cod,paid
2335,754,2024-08-18,2024-08-24,9999-12-31,pending,3379479,24000,31000,3372479,cod,failed
2336,161,2025-05-06,2025-05-14,2025-05-08,shipping,207660,46000,61000,192660,cod,paid
2337,12,2024-08-09,2024-08-19,9999-12-31,confirmed,2815517,41000,80000,2776517,cod,refunded
2338,987,2024-09-24,2024-10-03,9999-12-31,confirmed,1369038,13000,50000,1332038,cod,refunded
2339,821,2024-10-17,2024-10-26,9999-12-31,pending,1492116,25000,16000,1501116,cod,paid
2340,309,2025-07-02,2025-07-07,2025-07-05,shipping,1966747,11000,31000,1946747,cod,failed
2341,526,2025-04-16,2025-04-22,2025-04-19,delivered,857643,49000,17000,889643,cod,failed
2342,686,2025-10-02,2025-10-08,9999-12-31,confirmed,2191575,16000,12000,2195575,cod,paid
2343,955,2024-09-07,2024-09-14,2024-09-08,delivered,2028360,17000,15000,2030360,cod,paid
2344,885,2024-12-21,2024-12-30,9999-12-31,confirmed,938127,50000,65000,923127,cod,paid
2345,93,2025-03-19,2025-03-26,9999-12-31,confirmed,1612780,50000,28000,1634780,cod,refunded
2346,928,2024-11-02,2024-11-09,2024-11-05,delivered,373029,27000,21000,379029,cod,paid
2347,974,2024-08-30,2024-09-08,2024-09-01,delivered,909273,19000,69000,859273,cod,paid
2348,835,2025-05-07,2025-05-13,9999-12-31,confirmed,1865145,15000,69000,1811145,cod,paid
2349,939,2024-08-05,2024-08-11,2024-08-06,shipping,502922,17000,24000,495922,cod,paid
2350,928,2025-01-11,2025-01-21,2025-01-13,delivered,816559,50000,56000,810559,cod,refunded
2351,560,2025-05-01,2025-05-11,9999-12-31,confirmed,1987276,39000,80000,1946276,cod,pending
2352,768,2025-04-10,2025-04-17,2025-04-12,delivered,1761464,35000,40000,1756464,cod,paid
2353,273,2025-06-27,2025-07-05,9999-12-31,confirmed,3154803,24000,24000,3154803,cod,refunded
2354,223,2024-07-15,2024-07-25,9999-12-31,confirmed,3276919,23000,67000,3232919,cod,paid
2355,129,2025-10-11,2025-10-16,2025-10-13,delivered,2158253,39000,45000,2152253,cod,pending
2356,580,2025-05-11,2025-05-20,2025-05-14,shipping,2512974,25000,70000,2467974,cod,paid
2357,967,2025-07-23,2025-07-28,2025-07-25,delivered,678572,19000,50000,647572,cod,failed
2358,177,2024-08-12,2024-08-20,2024-08-13,delivered,1125902,41000,69000,1097902,cod,refunded
2359,671,2024-08-20,2024-08-30,2024-08-23,delivered,1282302,39000,95000,1226302,cod,paid
2360,786,2025-10-05,2025-10-13,2025-10-08,delivered,2138435,39000,75000,2102435,cod,refunded
2361,176,2025-01-15,2025-01-22,9999-12-31,pending,1998385,50000,36000,2012385,cod,pending
2362,161,2025-10-21,2025-10-27,2025-10-23,shipping,3707656,42000,39000,3710656,cod,paid
2363,985,2024-12-11,2024-12-17,2024-12-13,delivered,832150,17000,80000,769150,cod,refunded
2364,345,2024-09-14,2024-09-20,2024-09-15,delivered,3730290,10000,28000,3712290,cod,pending
2365,862,2025-04-18,2025-04-25,9999-12-31,confirmed,1925100,23000,85000,1863100,cod,refunded
2366,96,2024-10-28,2024-11-02,2024-10-31,shipping,2622312,15000,14000,2623312,cod,paid
2367,802,2025-04-05,2025-04-15,9999-12-31,cancelled,3431672,12000,93000,3350672,cod,paid
2368,572,2025-04-17,2025-04-25,2025-04-18,delivered,303091,42000,22000,323091,cod,pending
2369,615,2025-04-23,2025-04-28,2025-04-26,delivered,1677142,38000,11000,1704142,cod,refunded
2370,856,2025-04-13,2025-04-20,9999-12-31,pending,251461,13000,38000,226461,cod,paid
2371,238,2025-05-19,2025-05-28,9999-12-31,confirmed,1109104,24000,26000,1107104,cod,refunded
2372,577,2025-01-21,2025-01-26,2025-01-22,delivered,1119087,22000,39000,1102087,cod,paid
2373,462,2025-01-22,2025-01-27,9999-12-31,cancelled,857643,35000,84000,808643,cod,refunded
2374,858,2024-09-06,2024-09-16,2024-09-08,shipping,1369038,48000,41000,1376038,cod,paid
2375,50,2024-11-27,2024-12-05,2024-11-30,delivered,788349,10000,91000,707349,cod,paid
2376,851,2024-09-19,2024-09-25,9999-12-31,confirmed,2344605,25000,66000,2303605,cod,paid
2377,413,2025-05-23,2025-06-02,2025-05-26,delivered,1212364,13000,44000,1181364,cod,paid
2378,601,2024-07-02,2024-07-07,2024-07-05,shipping,746058,15000,87000,674058,cod,refunded
2379,893,2024-09-26,2024-10-02,2024-09-29,shipping,1769789,20000,17000,1772789,cod,paid
2380,502,2024-10-16,2024-10-26,2024-10-17,delivered,1038300,29000,83000,984300,cod,failed
2381,285,2025-03-29,2025-04-03,2025-03-30,shipping,1458373,16000,48000,1426373,cod,refunded
2382,499,2024-10-21,2024-10-26,9999-12-31,confirmed,1352240,14000,90000,1276240,cod,refunded
2383,252,2024-07-15,2024-07-22,2024-07-16,delivered,2743127,14000,17000,2740127,cod,paid
2384,763,2025-10-27,2025-11-03,9999-12-31,confirmed,875951,28000,97000,806951,cod,refunded
2385,272,2024-11-04,2024-11-12,2024-11-05,shipping,1205179,40000,54000,1191179,cod,paid
2386,846,2025-05-07,2025-05-12,9999-12-31,confirmed,606182,45000,32000,619182,cod,paid
2387,636,2024-12-06,2024-12-12,2024-12-07,shipping,3065842,27000,76000,3016842,cod,paid
2388,546,2025-01-21,2025-01-26,2025-01-23,shipping,2653494,35000,51000,2637494,cod,paid
2389,248,2024-12-21,2024-12-28,2024-12-22,delivered,1736482,49000,80000,1705482,cod,refunded
2390,978,2025-05-29,2025-06-03,9999-12-31,confirmed,2588569,37000,25000,2600569,cod,refunded
2391,528,2025-02-26,2025-03-07,9999-12-31,confirmed,1449144,21000,58000,1412144,cod,paid
2392,431,2025-09-09,2025-09-14,9999-12-31,confirmed,1865145,30000,12000,1883145,cod,paid
2393,115,2025-03-30,2025-04-08,2025-03-31,delivered,2723730,19000,25000,2717730,cod,refunded
2394,94,2024-08-13,2024-08-20,2024-08-15,shipping,2916746,30000,36000,2910746,cod,refunded
2395,38,2025-10-28,2025-11-04,2025-10-29,delivered,1119087,31000,55000,1095087,cod,paid
2396,854,2025-09-05,2025-09-10,9999-12-31,confirmed,2630637,11000,28000,2613637,cod,failed
2397,131,2025-06-30,2025-07-08,2025-07-03,shipping,2178592,46000,25000,2199592,cod,paid
2398,260,2024-11-18,2024-11-25,9999-12-31,pending,502922,19000,78000,443922,cod,paid
2399,952,2024-09-25,2024-09-30,9999-12-31,pending,1212364,31000,44000,1199364,cod,pending
2400,417,2025-03-18,2025-03-25,9999-12-31,confirmed,373029,48000,69000,352029,cod,paid
2401,729,2025-02-28,2025-03-08,9999-12-31,confirmed,2337671,36000,41000,2332671,cod,failed
2402,88,2024-10-16,2024-10-21,9999-12-31,confirmed,251461,32000,63000,220461,cod,refunded
2403,727,2025-09-24,2025-09-30,2025-09-26,delivered,251461,15000,98000,168461,cod,paid
2404,936,2024-12-18,2024-12-25,9999-12-31,confirmed,373029,18000,87000,304029,cod,paid
2405,781,2025-08-09,2025-08-15,2025-08-11,delivered,2686735,17000,96000,2607735,cod,failed
2406,90,2025-02-01,2025-02-10,9999-12-31,confirmed,303091,27000,83000,247091,cod,refunded
2407,516,2025-02-21,2025-02-28,2025-02-24,shipping,1119087,38000,90000,1067087,cod,failed
2408,872,2024-10-04,2024-10-09,2024-10-07,shipping,1324593,47000,52000,1319593,cod,failed
2409,796,2024-09-15,2024-09-20,2024-09-17,shipping,2300160,11000,44000,2267160,cod,failed
2410,83,2025-08-13,2025-08-21,9999-12-31,confirmed,1369038,22000,95000,1296038,cod,refunded
2411,195,2025-10-04,2025-10-11,9999-12-31,confirmed,207660,13000,34000,186660,cod,paid
2412,985,2025-06-13,2025-06-18,2025-06-15,shipping,622980,42000,23000,641980,cod,refunded
2413,555,2025-01-26,2025-02-03,9999-12-31,confirmed,1545319,16000,28000,1533319,cod,paid
2414,997,2024-10-01,2024-10-09,9999-12-31,confirmed,1319481,46000,63000,1302481,cod,paid
2415,302,2024-11-29,2024-12-09,2024-11-30,shipping,1256809,16000,71000,1201809,cod,failed
2416,473,2025-06-22,2025-06-27,9999-12-31,cancelled,251461,37000,93000,195461,cod,refunded
2417,339,2025-09-29,2025-10-09,2025-10-01,shipping,2092239,11000,87000,2016239,cod,refunded
2418,440,2025-02-25,2025-03-07,2025-02-27,delivered,1161378,16000,57000,1120378,cod,paid
2419,237,2024-08-31,2024-09-10,9999-12-31,confirmed,251461,19000,81000,189461,cod,refunded
2420,515,2024-11-18,2024-11-24,2024-11-19,delivered,830640,13000,89000,754640,cod,paid
2421,236,2025-02-02,2025-02-08,9999-12-31,cancelled,1051601,25000,96000,980601,cod,paid
2422,160,2025-09-11,2025-09-18,2025-09-12,delivered,746058,17000,38000,725058,cod,refunded
2423,924,2025-06-29,2025-07-08,2025-07-02,shipping,2057214,41000,98000,2000214,cod,paid
2424,398,2025-03-12,2025-03-18,9999-12-31,confirmed,746058,46000,81000,711058,cod,paid
2425,366,2024-07-27,2024-08-05,2024-07-30,delivered,953718,25000,86000,892718,cod,paid
2426,156,2025-04-06,2025-04-13,2025-04-09,delivered,1708101,25000,48000,1685101,cod,paid
2427,15,2025-07-13,2025-07-22,9999-12-31,pending,2064555,16000,86000,1994555,cod,paid
2428,112,2025-05-13,2025-05-20,2025-05-15,shipping,2067007,39000,85000,2021007,cod,pending
2429,875,2025-03-08,2025-03-13,2025-03-10,shipping,2937633,42000,84000,2895633,cod,paid
2430,395,2025-07-10,2025-07-17,9999-12-31,confirmed,1672407,25000,97000,1600407,cod,refunded
2431,889,2024-09-03,2024-09-09,2024-09-04,shipping,2446132,38000,63000,2421132,cod,paid
2432,736,2025-02-07,2025-02-13,2025-02-10,shipping,1624040,11000,58000,1577040,cod,paid
2433,832,2025-09-13,2025-09-20,2025-09-15,delivered,2109407,36000,56000,2089407,cod,failed
2434,391,2024-08-04,2024-08-11,2024-08-05,delivered,2531282,28000,78000,2481282,cod,paid
2435,930,2025-07-03,2025-07-11,2025-07-05,shipping,2168236,37000,46000,2159236,cod,paid
2436,452,2025-03-19,2025-03-28,2025-03-22,delivered,1370548,48000,37000,1381548,cod,pending
2437,737,2025-10-17,2025-10-22,2025-10-19,delivered,343461,35000,62000,316461,cod,paid
2438,753,2025-09-14,2025-09-24,2025-09-15,shipping,622980,18000,99000,541980,cod,refunded
2439,23,2024-08-22,2024-08-28,2024-08-24,delivered,1925100,17000,35000,1907100,cod,refunded
2440,739,2024-12-17,2024-12-23,9999-12-31,pending,2111859,27000,100000,2038859,cod,pending
2441,577,2025-04-15,2025-04-20,2025-04-16,delivered,1663656,38000,11000,1690656,cod,paid
2442,671,2024-10-26,2024-11-02,9999-12-31,confirmed,1808768,42000,87000,1763768,cod,paid
2443,900,2024-07-12,2024-07-18,2024-07-13,delivered,1684185,17000,43000,1658185,cod,failed
2444,199,2025-04-28,2025-05-03,2025-05-01,shipping,642377,16000,61000,597377,cod,paid
2445,300,2025-03-25,2025-03-31,9999-12-31,confirmed,303091,47000,68000,282091,cod,pending
2446,482,2025-05-11,2025-05-20,9999-12-31,confirmed,2431748,36000,40000,2427748,cod,paid
2447,826,2024-07-25,2024-07-31,2024-07-28,shipping,3461538,24000,29000,3456538,cod,paid
2448,889,2025-08-22,2025-09-01,2025-08-24,delivered,1695294,18000,50000,1663294,cod,paid
2449,449,2025-08-15,2025-08-24,2025-08-17,delivered,2749421,21000,61000,2709421,cod,paid
2450,141,2025-10-17,2025-10-26,2025-10-20,delivered,1541222,47000,72000,1516222,cod,failed
2451,619,2024-12-20,2024-12-27,9999-12-31,confirmed,2377666,39000,21000,2395666,cod,failed
2452,571,2025-09-01,2025-09-06,2025-09-03,shipping,2238174,48000,99000,2187174,cod,paid
2453,301,2025-10-16,2025-10-22,2025-10-18,delivered,565098,23000,49000,539098,cod,paid
2454,476,2025-05-31,2025-06-07,2025-06-01,delivered,2782743,30000,99000,2713743,cod,paid
2455,283,2025-01-03,2025-01-13,9999-12-31,cancelled,909273,27000,82000,854273,cod,paid
2456,917,2025-05-06,2025-05-16,2025-05-07,shipping,1865145,14000,100000,1779145,cod,paid
2457,834,2024-07-06,2024-07-11,9999-12-31,pending,339286,49000,78000,310286,cod,refunded
2458,805,2025-05-26,2025-06-01,2025-05-29,shipping,3142558,11000,54000,3099558,cod,refunded
2459,891,2024-12-05,2024-12-13,9999-12-31,confirmed,1458373,41000,34000,1465373,cod,paid
2460,626,2025-01-09,2025-01-19,2025-01-12,shipping,1119087,33000,97000,1055087,cod,refunded
2461,275,2025-03-18,2025-03-23,2025-03-19,delivered,1515455,40000,10000,1545455,cod,paid
2462,641,2025-03-11,2025-03-21,9999-12-31,confirmed,2249283,16000,33000,2232283,cod,failed
2463,302,2024-12-16,2024-12-23,2024-12-18,delivered,373029,12000,73000,312029,cod,paid
2464,972,2025-04-16,2025-04-26,2025-04-18,delivered,678572,41000,49000,670572,cod,pending
2465,948,2024-09-17,2024-09-26,2024-09-19,shipping,1989728,16000,63000,1942728,cod,failed
2466,277,2025-02-18,2025-02-24,2025-02-21,delivered,1451330,43000,56000,1438330,cod,pending
2467,431,2025-10-03,2025-10-11,2025-10-04,shipping,1736378,31000,56000,1711378,cod,paid
2468,533,2024-08-23,2024-08-29,2024-08-26,delivered,1017858,20000,48000,989858,cod,pending
2469,297,2024-09-15,2024-09-24,2024-09-17,delivered,746058,18000,66000,698058,cod,paid
2470,35,2025-09-26,2025-10-01,2025-09-28,shipping,1684185,12000,78000,1618185,cod,paid
2471,719,2024-11-08,2024-11-15,2024-11-11,delivered,1466698,36000,95000,1407698,cod,pending
2472,602,2024-10-06,2024-10-11,2024-10-08,delivered,1585393,33000,92000,1526393,cod,paid
2473,986,2024-11-09,2024-11-15,2024-11-10,delivered,909273,10000,55000,864273,cod,pending
2474,439,2024-07-20,2024-07-29,2024-07-22,delivered,1119087,23000,59000,1083087,cod,paid
2475,796,2025-07-17,2025-07-22,2025-07-19,delivered,3667698,31000,45000,3653698,cod,failed
2476,448,2024-12-24,2024-12-31,2024-12-25,delivered,373029,21000,37000,357029,cod,paid
2477,305,2024-07-05,2024-07-13,9999-12-31,cancelled,251461,47000,42000,256461,cod,paid
2478,162,2025-02-13,2025-02-19,2025-02-15,delivered,842208,47000,98000,791208,cod,paid
2479,588,2025-10-20,2025-10-25,2025-10-21,delivered,251461,46000,99000,198461,cod,paid
2480,521,2025-09-19,2025-09-27,9999-12-31,confirmed,622980,38000,90000,570980,cod,pending
2481,443,2025-03-26,2025-04-02,2025-03-29,delivered,2682158,17000,81000,2618158,cod,paid
2482,604,2024-11-14,2024-11-23,2024-11-17,delivered,2134493,50000,11000,2173493,cod,refunded
2483,436,2024-11-06,2024-11-11,2024-11-08,delivered,1017858,29000,71000,975858,cod,paid
2484,710,2024-10-13,2024-10-19,9999-12-31,pending,3074167,22000,48000,3048167,cod,paid
2485,585,2025-07-09,2025-07-16,2025-07-12,delivered,953718,27000,34000,946718,cod,pending
2486,304,2025-10-20,2025-10-27,9999-12-31,confirmed,1017858,37000,62000,992858,cod,paid
2487,813,2025-03-10,2025-03-20,9999-12-31,pending,1876254,29000,97000,1808254,cod,paid
2488,690,2025-10-31,2025-11-09,2025-11-01,delivered,909273,24000,98000,835273,cod,refunded
2489,127,2025-09-04,2025-09-09,2025-09-06,shipping,1885950,40000,98000,1827950,cod,pending
2490,491,2024-10-23,2024-10-28,2024-10-24,delivered,1783714,19000,94000,1708714,cod,paid
2491,32,2025-03-29,2025-04-05,9999-12-31,confirmed,622980,18000,44000,596980,cod,paid
2492,83,2025-09-04,2025-09-12,2025-09-05,delivered,2430053,33000,100000,2363053,cod,pending
2493,958,2025-02-24,2025-03-01,2025-02-27,delivered,2619528,42000,26000,2635528,cod,paid
2494,910,2024-11-04,2024-11-09,2024-11-05,shipping,712315,34000,18000,728315,cod,paid
2495,108,2025-08-28,2025-09-07,2025-08-31,delivered,2098298,12000,12000,2098298,cod,pending
2496,983,2025-05-04,2025-05-11,2025-05-06,delivered,1785868,10000,76000,1719868,cod,paid
2497,455,2025-02-28,2025-03-07,2025-03-01,delivered,303091,23000,36000,290091,cod,paid
2498,116,2024-07-15,2024-07-22,2024-07-17,shipping,2238174,22000,60000,2200174,cod,paid
2499,826,2024-11-22,2024-11-27,2024-11-23,delivered,303091,34000,87000,250091,cod,paid
2500,722,2025-10-31,2025-11-06,2025-11-03,delivered,1130196,27000,75000,1082196,cod,refunded
2501,523,2025-05-25,2025-06-02,9999-12-31,confirmed,1546761,45000,17000,1574761,cod,paid
2502,878,2024-09-15,2024-09-21,2024-09-18,delivered,1660235,28000,34000,1654235,cod,paid
2503,72,2024-09-03,2024-09-08,9999-12-31,confirmed,2603251,23000,90000,2536251,cod,refunded
2504,35,2025-04-11,2025-04-21,2025-04-12,shipping,981663,40000,50000,971663,cod,paid
2505,846,2025-05-15,2025-05-25,2025-05-18,shipping,1684185,11000,43000,1652185,cod,paid
2506,932,2025-01-24,2025-02-02,9999-12-31,confirmed,830640,19000,16000,833640,cod,failed
2507,988,2024-08-06,2024-08-12,9999-12-31,cancelled,622980,48000,27000,643980,cod,paid
2508,830,2025-01-29,2025-02-07,2025-01-30,delivered,746058,21000,18000,749058,cod,refunded
2509,874,2024-11-08,2024-11-18,2024-11-10,delivered,1620499,33000,94000,1559499,cod,paid
2510,975,2025-09-02,2025-09-12,2025-09-04,delivered,373029,23000,20000,376029,cod,paid
2511,991,2025-04-11,2025-04-19,9999-12-31,cancelled,746058,10000,45000,711058,cod,failed
2512,204,2024-08-10,2024-08-15,2024-08-12,shipping,746058,36000,84000,698058,cod,paid
2513,139,2025-05-09,2025-05-15,2025-05-12,delivered,565098,16000,98000,483098,cod,paid
2514,461,2024-11-25,2024-12-03,9999-12-31,confirmed,1727721,43000,94000,1676721,cod,paid
2515,505,2025-04-02,2025-04-11,2025-04-03,delivered,813842,41000,16000,838842,cod,failed
2516,182,2024-10-29,2024-11-03,2024-10-30,delivered,746058,49000,31000,764058,cod,refunded
2517,883,2024-10-01,2024-10-10,9999-12-31,confirmed,909273,50000,10000,949273,cod,paid
2518,469,2024-12-27,2025-01-02,9999-12-31,confirmed,678572,43000,49000,672572,cod,refunded
2519,884,2025-06-29,2025-07-09,9999-12-31,cancelled,251461,46000,40000,257461,cod,paid
2520,528,2024-09-22,2024-09-29,2024-09-23,shipping,343461,38000,67000,314461,cod,paid
2521,231,2024-12-29,2025-01-03,2024-12-30,shipping,746058,48000,68000,726058,cod,paid
2522,120,2024-09-05,2024-09-10,9999-12-31,confirmed,2322831,10000,71000,2261831,cod,refunded
2523,464,2025-08-30,2025-09-06,2025-09-02,delivered,373029,39000,14000,398029,cod,refunded
2524,942,2025-08-31,2025-09-09,2025-09-02,delivered,3419247,33000,70000,3382247,cod,paid
2525,124,2025-10-02,2025-10-10,2025-10-04,delivered,207660,23000,25000,205660,cod,failed
2526,809,2025-06-25,2025-07-01,2025-06-28,delivered,1725269,49000,32000,1742269,cod,paid
2527,505,2024-10-16,2024-10-22,9999-12-31,confirmed,1925676,24000,84000,1865676,cod,paid
2528,785,2025-08-03,2025-08-13,2025-08-04,shipping,2069459,13000,55000,2027459,cod,pending
2529,394,2025-02-05,2025-02-13,9999-12-31,confirmed,2446851,34000,94000,2386851,cod,paid
2530,65,2025-03-30,2025-04-09,2025-04-02,shipping,2091521,43000,95000,2039521,cod,pending
2531,270,2024-07-19,2024-07-28,2024-07-22,delivered,1352240,48000,72000,1328240,cod,failed
2532,907,2025-03-31,2025-04-10,9999-12-31,confirmed,1130196,13000,45000,1098196,cod,paid
2533,61,2025-01-01,2025-01-09,9999-12-31,confirmed,1464469,36000,91000,1409469,cod,paid
2534,133,2024-12-31,2025-01-08,9999-12-31,confirmed,754383,32000,85000,701383,cod,paid
2535,680,2025-09-11,2025-09-17,2025-09-14,shipping,415320,16000,44000,387320,cod,paid
2536,701,2025-05-29,2025-06-07,2025-05-31,shipping,1390887,44000,37000,1397887,cod,pending
2537,677,2025-07-26,2025-08-03,9999-12-31,pending,3234183,48000,59000,3223183,cod,failed
2538,507,2025-07-22,2025-07-27,2025-07-23,delivered,1516595,23000,11000,1528595,cod,refunded
2539,468,2025-02-22,2025-02-28,2025-02-25,delivered,1119087,18000,86000,1051087,cod,paid
2540,703,2024-12-26,2024-12-31,2024-12-28,delivered,678572,24000,100000,602572,cod,refunded
2541,733,2024-09-14,2024-09-24,2024-09-16,shipping,909273,44000,57000,896273,cod,refunded
2542,597,2025-03-20,2025-03-25,9999-12-31,confirmed,343461,30000,68000,305461,cod,paid
2543,159,2025-06-21,2025-06-30,2025-06-24,shipping,2249283,22000,87000,2184283,cod,refunded
2544,89,2024-12-25,2024-12-30,2024-12-28,delivered,1935877,48000,63000,1920877,cod,paid
2545,94,2025-02-23,2025-03-01,2025-02-26,shipping,1282302,30000,97000,1215302,cod,paid
2546,613,2025-10-21,2025-10-30,9999-12-31,cancelled,1119087,33000,93000,1059087,cod,paid
2547,901,2025-08-26,2025-09-02,2025-08-28,shipping,373029,32000,31000,374029,cod,paid
2548,79,2025-03-26,2025-04-05,2025-03-27,shipping,760980,28000,62000,726980,cod,refunded
2549,474,2025-10-13,2025-10-23,9999-12-31,confirmed,1500441,33000,54000,1479441,cod,paid
2550,768,2025-07-12,2025-07-21,2025-07-14,delivered,1051601,21000,31000,1041601,cod,refunded
2551,708,2024-11-04,2024-11-11,9999-12-31,confirmed,622980,19000,49000,592980,cod,paid
2552,385,2025-10-09,2025-10-15,2025-10-12,shipping,2317067,44000,87000,2274067,cod,failed
2553,774,2024-12-10,2024-12-15,2024-12-12,delivered,886232,30000,45000,871232,cod,paid
2554,505,2025-01-25,2025-01-30,9999-12-31,confirmed,606182,35000,58000,583182,cod,paid
2555,869,2024-10-07,2024-10-16,2024-10-09,delivered,2249283,26000,18000,2257283,cod,paid
2556,496,2025-07-20,2025-07-28,2025-07-23,delivered,1492116,31000,69000,1454116,cod,refunded
2557,195,2025-02-15,2025-02-24,9999-12-31,confirmed,373029,16000,32000,357029,cod,pending
2558,32,2024-09-05,2024-09-12,2024-09-08,delivered,746058,34000,58000,722058,cod,paid
2559,67,2024-09-29,2024-10-04,2024-10-02,shipping,1301552,43000,70000,1274552,cod,pending
